Input_Degree,Input_Weight,Control_Degree,Control_Weight,MinW21
2,3,19,9,47
2,3,19,9,47
2,3,19,7,48
2,3,19,9,50
2,3,19,9,44
2,3,19,11,47
2,3,19,7,46
2,3,19,9,46
2,3,19,9,54
2,3,19,9,50
2,3,19,9,48
2,3,19,11,50
2,3,19,9,46
2,3,19,11,49
2,3,19,11,48
2,3,19,9,48
2,3,19,7,46
2,3,19,9,50
2,3,19,9,46
2,3,19,9,50
2,3,19,9,47
2,3,19,9,47
2,3,19,9,50
2,3,19,7,48
2,3,19,9,45
2,3,19,9,47
2,3,19,9,47
2,3,19,11,46
2,3,19,9,47
2,3,19,9,45
2,3,19,9,46
2,3,19,11,46
2,3,19,11,50
2,3,19,11,51
2,3,19,9,44
2,3,19,9,48
2,3,19,9,48
2,3,19,7,50
2,3,19,9,46
2,3,19,9,46
2,3,19,9,47
2,3,19,7,46
2,3,19,7,44
2,3,19,9,51
2,3,19,9,51
2,3,19,9,47
2,3,19,9,47
2,3,19,7,52
2,3,19,9,47
2,3,19,9,45
2,3,19,9,52
2,3,19,9,47
2,3,19,11,46
2,3,19,9,47
2,3,19,9,56
2,3,19,11,45
2,3,19,11,46
2,3,19,9,48
2,3,19,9,60
2,3,19,9,48
2,3,19,9,47
2,3,19,11,48
2,3,19,11,46
2,3,19,11,46
2,3,19,9,47
2,3,19,9,51
2,3,19,9,46
2,3,19,7,46
2,3,19,9,46
2,3,19,9,48
2,3,19,9,46
2,3,19,11,45
2,3,19,9,52
2,3,19,9,47
2,3,19,9,49
2,3,19,11,48
2,3,19,9,47
2,3,19,11,49
2,3,19,9,47
2,3,19,11,48
2,3,19,11,49
2,3,19,7,47
2,3,19,11,45
2,3,19,9,45
2,3,19,11,48
2,3,19,11,48
2,3,19,13,45
2,3,19,11,46
2,3,19,11,45
2,3,19,11,45
2,3,19,11,48
2,3,19,11,50
2,3,19,13,47
2,3,19,11,46
2,3,19,5,46
2,3,19,5,53
2,3,19,5,46
2,3,19,7,47
2,3,19,7,45
2,3,19,7,50
2,3,19,7,47
2,3,19,9,50
2,3,19,7,49
2,3,19,7,47
2,3,19,7,47
2,3,19,7,47
2,3,19,9,47
2,3,19,5,48
2,3,19,7,52
2,3,19,9,46
2,3,19,9,46
2,3,19,7,49
2,3,19,9,44
2,3,19,9,46
2,3,19,7,45
2,3,19,7,45
2,3,19,9,44
2,3,19,7,49
2,3,19,7,46
2,3,19,9,43
2,3,19,9,50
2,3,19,9,54
2,3,19,5,48
2,3,19,5,52
2,3,19,5,46
2,3,19,5,46
2,3,19,7,46
2,3,19,9,45
2,3,19,7,54
2,3,19,7,54
2,3,19,9,46
2,3,19,7,47
2,3,19,9,55
2,3,19,7,47
2,3,19,7,46
2,3,19,7,46
2,3,19,9,47
2,3,19,7,48
2,3,19,7,45
2,3,19,7,46
2,3,19,7,45
2,3,19,9,51
2,3,19,7,46
2,3,19,11,47
2,3,19,9,45
2,3,19,9,48
2,3,19,9,47
2,3,19,9,45
2,3,19,9,48
2,3,19,11,49
2,3,19,11,45
2,3,19,5,45
2,3,19,7,49
2,3,19,7,51
2,3,19,7,49
2,3,19,7,48
2,3,19,9,50
2,3,19,7,49
2,3,19,7,48
2,3,19,9,48
2,3,19,7,47
2,3,19,7,47
2,3,19,7,48
2,3,19,7,48
2,3,19,7,49
2,3,19,9,48
2,3,19,7,47
2,3,19,9,45
2,3,19,9,48
2,3,19,9,48
2,3,19,9,48
2,3,19,7,49
2,3,19,9,46
2,3,19,9,46
2,3,19,9,46
2,3,19,11,46
2,3,19,5,50
2,3,19,7,49
2,3,19,7,48
2,3,19,7,53
2,3,19,9,48
2,3,19,9,47
2,3,19,9,45
2,3,19,9,49
2,3,19,9,48
2,3,19,9,49
2,3,19,9,48
2,3,19,11,46
2,3,19,11,48
2,3,19,9,51
2,3,19,9,50
2,3,19,9,45
2,3,19,9,45
2,3,19,9,48
2,3,19,9,46
2,3,19,9,48
2,3,19,9,47
2,3,19,11,49
2,3,19,7,46
2,3,19,9,46
2,3,19,9,47
2,3,19,11,47
2,3,19,11,48
2,3,19,9,44
2,3,19,11,49
2,3,19,11,45
2,3,19,13,46
2,3,19,5,47
2,3,19,7,47
2,3,19,7,46
2,3,19,7,51
2,3,19,7,48
2,3,19,9,46
2,3,19,7,49
2,3,19,7,47
2,3,19,7,47
2,3,19,7,48
2,3,19,7,50
2,3,19,7,46
2,3,19,9,52
2,3,19,9,48
2,3,19,9,50
2,3,19,5,49
2,3,19,7,45
2,3,19,9,51
2,3,19,7,50
2,3,19,9,45
2,3,19,7,48
2,3,19,9,50
2,3,19,9,46
2,3,19,7,49
2,3,19,9,51
2,3,19,9,50
2,3,19,9,50
2,3,19,9,49
2,3,19,11,51
2,3,19,5,46
2,3,19,7,48
2,3,19,7,48
2,3,19,9,45
2,3,19,7,47
2,3,19,9,47
2,3,19,9,48
2,3,19,7,54
2,3,19,9,49
2,3,19,11,47
2,3,19,9,49
2,3,19,7,52
2,3,19,11,45
2,3,19,7,49
2,3,19,9,51
2,3,19,9,47
2,3,19,9,45
2,3,19,11,47
2,3,19,9,50
2,3,19,11,48
2,3,19,11,53
2,3,19,9,49
2,3,19,9,48
2,3,19,11,47
2,3,19,11,48
2,3,19,13,45
2,3,19,7,46
2,3,19,9,45
2,3,19,7,46
2,3,19,9,48
2,3,19,9,50
2,3,19,7,48
2,3,19,9,46
2,3,19,9,48
2,3,19,9,49
2,3,19,9,48
2,3,19,7,51
2,3,19,9,49
2,3,19,7,45
2,3,19,7,49
2,3,19,9,47
2,3,19,9,45
2,3,19,7,49
2,3,19,9,49
2,3,19,9,45
2,3,19,9,49
2,3,19,11,50
2,3,19,9,49
2,3,19,9,45
2,3,19,11,48
2,3,19,7,45
2,3,19,7,46
2,3,19,9,46
2,3,19,7,48
2,3,19,9,48
2,3,19,9,55
2,3,19,11,49
2,3,19,9,47
2,3,19,9,47
2,3,19,11,47
2,3,19,11,46
2,3,19,11,47
2,3,19,11,46
2,3,19,11,46
2,3,19,9,45
2,3,19,9,47
2,3,19,9,50
2,3,19,9,45
2,3,19,9,46
2,3,19,11,46
2,3,19,11,44
2,3,19,9,49
2,3,19,11,48
2,3,19,13,45
2,3,19,11,52
2,3,19,13,49
2,3,19,13,49
2,3,19,13,46
2,3,19,5,46
2,3,19,7,49
2,3,19,7,51
2,3,19,5,49
2,3,19,7,47
2,3,19,7,44
2,3,19,9,48
2,3,19,7,45
2,3,19,7,46
2,3,19,9,46
2,3,19,7,44
2,3,19,9,44
2,3,19,7,46
2,3,19,9,48
2,3,19,7,48
2,3,19,7,47
2,3,19,9,47
2,3,19,9,51
2,3,19,7,48
2,3,19,9,49
2,3,19,7,45
2,3,19,9,47
2,3,19,9,45
2,3,19,9,45
2,3,19,9,45
2,3,19,7,48
2,3,19,9,44
2,3,19,9,44
2,3,19,9,44
2,3,19,11,49
2,3,19,9,46
2,3,19,9,45
2,3,19,11,48
2,3,19,7,46
2,3,19,9,50
2,3,19,9,49
2,3,19,9,48
2,3,19,11,48
2,3,19,7,49
2,3,19,7,47
2,3,19,9,45
2,3,19,7,51
2,3,19,9,51
2,3,19,9,47
2,3,19,11,46
2,3,19,9,48
2,3,19,9,56
2,3,19,9,45
2,3,19,9,48
2,3,19,11,46
2,3,19,9,46
2,3,19,9,44
2,3,19,11,47
2,3,19,11,47
2,3,19,11,49
2,3,19,7,46
2,3,19,7,50
2,3,19,7,50
2,3,19,7,47
2,3,19,9,49
2,3,19,9,47
2,3,19,9,45
2,3,19,11,45
2,3,19,9,48
2,3,19,9,47
2,3,19,9,45
2,3,19,11,46
2,3,19,11,45
2,3,19,9,44
2,3,19,9,46
2,3,19,9,45
2,3,19,11,52
2,3,19,11,51
2,3,19,11,48
2,3,19,7,48
2,3,19,11,50
2,3,19,9,47
2,3,19,11,48
2,3,19,9,46
2,3,19,9,47
2,3,19,11,48
2,3,19,9,47
2,3,19,9,49
2,3,19,11,48
2,3,19,9,50
2,3,19,7,48
2,3,19,9,48
2,3,19,9,49
2,3,19,11,46
2,3,19,9,46
2,3,19,9,47
2,3,19,11,46
2,3,19,9,49
2,3,19,9,45
2,3,19,9,45
2,3,19,9,46
2,3,19,11,47
2,3,19,11,46
2,3,19,11,47
2,3,19,11,46
2,3,19,11,48
2,3,19,9,47
2,3,19,11,48
2,3,19,9,47
2,3,19,11,46
2,3,19,7,47
2,3,19,7,47
2,3,19,7,48
2,3,19,9,48
2,3,19,9,46
2,3,19,9,51
2,3,19,11,47
2,3,19,9,49
2,3,19,7,48
2,3,19,9,52
2,3,19,9,49
2,3,19,11,46
2,3,19,11,50
2,3,19,9,45
2,3,19,7,48
2,3,19,9,47
2,3,19,9,46
2,3,19,11,47
2,3,19,11,45
2,3,19,9,47
2,3,19,9,49
2,3,19,9,52
2,3,19,11,50
2,3,19,11,46
2,3,19,9,46
2,3,19,11,46
2,3,19,7,49
2,3,19,9,47
2,3,19,11,51
2,3,19,9,43
2,3,19,9,49
2,3,19,9,46
2,3,19,11,43
2,3,19,9,46
2,3,19,7,47
2,3,19,9,51
2,3,19,9,45
2,3,19,9,46
2,3,19,11,50
2,3,19,11,51
2,3,19,11,49
2,3,19,11,46
2,3,19,11,52
2,3,19,13,51
2,3,19,11,49
2,3,19,7,47
2,3,19,9,49
2,3,19,7,48
2,3,19,9,46
2,3,19,9,52
2,3,19,11,47
2,3,19,9,48
2,3,19,9,45
2,3,19,9,47
2,3,19,9,48
2,3,19,11,55
2,3,19,9,55
2,3,19,9,50
2,3,19,9,48
2,3,19,11,49
2,3,19,11,49
2,3,19,11,47
2,3,19,11,46
2,3,19,11,46
2,3,19,13,45
2,3,19,9,49
2,3,19,9,44
2,3,19,11,48
2,3,19,13,50
2,3,19,13,48
2,3,19,11,47
2,3,19,13,47
2,3,19,9,51
2,3,19,11,49
2,3,19,11,53
2,3,19,11,44
2,3,19,11,48
2,3,19,11,48
2,3,19,9,54
2,3,19,11,47
2,3,19,11,47
2,3,19,11,47
2,3,19,9,47
2,3,19,11,46
2,3,19,11,45
2,3,19,13,49
2,3,19,9,46
2,3,19,9,48
2,3,19,11,46
2,3,19,13,50
2,3,19,11,45
2,3,19,11,50
2,3,19,13,48
2,3,19,11,46
2,3,19,11,47
2,3,19,11,50
2,3,19,11,47
2,3,19,13,47
2,3,19,13,45
2,3,19,5,45
2,3,19,5,49
2,3,19,5,44
2,3,19,7,49
2,3,19,7,49
2,3,19,5,47
2,3,19,7,45
2,3,19,7,50
2,3,19,5,44
2,3,19,5,48
2,3,19,7,45
2,3,19,5,49
2,3,19,7,51
2,3,19,9,45
2,3,19,9,45
2,3,19,7,47
2,3,19,7,49
2,3,19,9,45
2,3,19,9,47
2,3,19,7,47
2,3,19,7,44
2,3,19,9,47
2,3,19,7,47
2,3,19,9,58
2,3,19,11,46
2,3,19,7,44
2,3,19,7,48
2,3,19,7,48
2,3,19,7,46
2,3,19,7,51
2,3,19,9,47
2,3,19,5,45
2,3,19,9,45
2,3,19,7,45
2,3,19,7,45
2,3,19,9,45
2,3,19,9,50
2,3,19,9,47
2,3,19,9,45
2,3,19,7,47
2,3,19,7,47
2,3,19,7,51
2,3,19,9,51
2,3,19,9,45
2,3,19,9,46
2,3,19,7,45
2,3,19,9,46
2,3,19,9,49
2,3,19,9,46
2,3,19,11,48
2,3,19,9,45
2,3,19,11,50
2,3,19,11,54
2,3,19,5,46
2,3,19,7,45
2,3,19,7,64
2,3,19,7,46
2,3,19,9,47
2,3,19,9,46
2,3,19,7,45
2,3,19,7,47
2,3,19,9,47
2,3,19,7,48
2,3,19,7,50
2,3,19,7,51
2,3,19,9,48
2,3,19,9,47
2,3,19,9,45
2,3,19,7,49
2,3,19,7,47
2,3,19,7,48
2,3,19,7,46
2,3,19,7,46
2,3,19,7,51
2,3,19,9,51
2,3,19,7,43
2,3,19,9,46
2,3,19,9,49
2,3,19,9,47
2,3,19,9,50
2,3,19,9,48
2,3,19,7,51
2,3,19,7,50
2,3,19,9,47
2,3,19,7,50
2,3,19,7,46
2,3,19,7,46
2,3,19,7,48
2,3,19,7,48
2,3,19,9,48
2,3,19,9,49
2,3,19,9,48
2,3,19,11,45
2,3,19,9,48
2,3,19,11,47
2,3,19,7,47
2,3,19,7,45
2,3,19,9,48
2,3,19,9,51
2,3,19,11,46
2,3,19,7,48
2,3,19,9,45
2,3,19,11,48
2,3,19,9,45
2,3,19,9,46
2,3,19,9,44
2,3,19,11,55
2,3,19,11,46
2,3,19,5,47
2,3,19,7,45
2,3,19,7,48
2,3,19,7,46
2,3,19,7,45
2,3,19,7,46
2,3,19,9,48
2,3,19,9,47
2,3,19,9,50
2,3,19,7,51
2,3,19,9,48
2,3,19,7,47
2,3,19,9,47
2,3,19,7,44
2,3,19,7,47
2,3,19,9,51
2,3,19,9,47
2,3,19,7,49
2,3,19,9,49
2,3,19,9,46
2,3,19,7,44
2,3,19,7,48
2,3,19,9,49
2,3,19,7,51
2,3,19,7,48
2,3,19,7,46
2,3,19,7,48
2,3,19,7,45
2,3,19,9,44
2,3,19,7,48
2,3,19,9,46
2,3,19,9,50
2,3,19,11,50
2,3,19,7,47
2,3,19,9,46
2,3,19,9,50
2,3,19,9,50
2,3,19,9,50
2,3,19,9,48
2,3,19,9,47
2,3,19,9,47
2,3,19,9,49
2,3,19,9,50
2,3,19,9,46
2,3,19,9,48
2,3,19,11,47
2,3,19,9,49
2,3,19,9,46
2,3,19,11,49
2,3,19,11,47
2,3,19,11,46
2,3,19,11,51
2,3,19,13,49
2,3,19,5,54
2,3,19,7,51
2,3,19,9,47
2,3,19,9,47
2,3,19,9,49
2,3,19,7,48
2,3,19,7,44
2,3,19,9,49
2,3,19,9,46
2,3,19,7,45
2,3,19,9,50
2,3,19,9,48
2,3,19,9,46
2,3,19,7,47
2,3,19,9,51
2,3,19,11,44
2,3,19,7,50
2,3,19,7,50
2,3,19,9,48
2,3,19,7,52
2,3,19,9,45
2,3,19,11,54
2,3,19,9,50
2,3,19,11,51
2,3,19,9,46
2,3,19,11,51
2,3,19,9,50
2,3,19,11,49
2,3,19,9,45
2,3,19,9,47
2,3,19,11,47
2,3,19,11,46
2,3,19,7,47
2,3,19,9,46
2,3,19,7,45
2,3,19,9,46
2,3,19,9,49
2,3,19,11,46
2,3,19,11,48
2,3,19,9,48
2,3,19,9,46
2,3,19,11,44
2,3,19,11,47
2,3,19,13,49
2,3,19,9,45
2,3,19,9,45
2,3,19,9,47
2,3,19,11,45
2,3,19,9,46
2,3,19,11,50
2,3,19,11,50
2,3,19,9,47
2,3,19,11,46
2,3,19,11,48
2,3,19,11,49
2,3,19,5,49
2,3,19,5,48
2,3,19,7,48
2,3,19,7,47
2,3,19,7,45
2,3,19,7,48
2,3,19,7,45
2,3,19,7,51
2,3,19,7,48
2,3,19,7,50
2,3,19,7,47
2,3,19,9,46
2,3,19,7,48
2,3,19,7,51
2,3,19,7,47
2,3,19,7,52
2,3,19,7,50
2,3,19,9,49
2,3,19,9,46
2,3,19,9,48
2,3,19,11,49
2,3,19,9,47
2,3,19,9,46
2,3,19,11,46
2,3,19,7,44
2,3,19,7,48
2,3,19,9,48
2,3,19,9,48
2,3,19,9,48
2,3,19,7,52
2,3,19,9,50
2,3,19,7,45
2,3,19,9,46
2,3,19,9,46
2,3,19,9,45
2,3,19,9,49
2,3,19,9,44
2,3,19,11,51
2,3,19,11,48
2,3,19,9,47
2,3,19,9,45
2,3,19,9,45
2,3,19,9,46
2,3,19,9,47
2,3,19,11,46
2,3,19,9,50
2,3,19,11,47
2,3,19,11,46
2,3,19,11,53
2,3,19,13,46
2,3,19,5,46
2,3,19,7,49
2,3,19,7,47
2,3,19,7,45
2,3,19,7,48
2,3,19,9,47
2,3,19,9,47
2,3,19,9,60
2,3,19,9,52
2,3,19,9,47
2,3,19,11,50
2,3,19,7,46
2,3,19,9,48
2,3,19,9,49
2,3,19,7,54
2,3,19,9,47
2,3,19,11,47
2,3,19,9,47
2,3,19,11,46
2,3,19,11,52
2,3,19,11,53
2,3,19,9,49
2,3,19,11,48
2,3,19,11,47
2,3,19,11,50
2,3,19,13,50
2,3,19,7,48
2,3,19,9,44
2,3,19,9,46
2,3,19,9,45
2,3,19,11,44
2,3,19,9,46
2,3,19,9,47
2,3,19,9,45
2,3,19,11,45
2,3,19,9,46
2,3,19,9,49
2,3,19,9,44
2,3,19,11,50
2,3,19,11,45
2,3,19,11,48
2,3,19,9,45
2,3,19,11,49
2,3,19,11,48
2,3,19,9,46
2,3,19,9,50
2,3,19,11,50
2,3,19,11,45
2,3,19,9,47
2,3,19,9,47
2,3,19,11,45
2,3,19,11,47
2,3,19,9,54
2,3,19,11,46
2,3,19,13,45
2,3,19,5,50
2,3,19,7,45
2,3,19,7,45
2,3,19,7,49
2,3,19,9,50
2,3,19,7,48
2,3,19,9,46
2,3,19,7,50
2,3,19,7,47
2,3,19,9,46
2,3,19,9,45
2,3,19,11,48
2,3,19,11,49
2,3,19,11,51
2,3,19,9,47
2,3,19,7,44
2,3,19,9,47
2,3,19,9,50
2,3,19,9,46
2,3,19,9,48
2,3,19,9,50
2,3,19,11,45
2,3,19,11,46
2,3,19,9,54
2,3,19,9,46
2,3,19,9,48
2,3,19,9,45
2,3,19,11,50
2,3,19,9,47
2,3,19,9,48
2,3,19,11,52
2,3,19,9,48
2,3,19,9,46
2,3,19,9,48
2,3,19,9,47
2,3,19,9,50
2,3,19,9,48
2,3,19,9,50
2,3,19,9,50
2,3,19,9,49
2,3,19,11,47
2,3,19,9,46
2,3,19,11,45
2,3,19,9,46
2,3,19,11,50
2,3,19,11,51
2,3,19,11,50
2,3,19,9,45
2,3,19,11,50
2,3,19,11,48
2,3,19,11,48
2,3,19,9,46
2,3,19,11,48
2,3,19,9,48
2,3,19,11,45
2,3,19,11,44
2,3,19,11,46
2,3,19,11,48
2,3,19,13,45
2,3,19,11,48
2,3,19,7,46
2,3,19,7,49
2,3,19,9,50
2,3,19,9,47
2,3,19,9,46
2,3,19,11,49
2,3,19,7,50
2,3,19,9,48
2,3,19,9,46
2,3,19,11,50
2,3,19,9,47
2,3,19,11,47
2,3,19,9,45
2,3,19,11,50
2,3,19,11,50
2,3,19,9,49
2,3,19,9,47
2,3,19,9,47
2,3,19,11,47
2,3,19,11,45
2,3,19,9,48
2,3,19,9,48
2,3,19,11,50
2,3,19,9,48
2,3,19,11,47
2,3,19,11,44
2,3,19,11,47
2,3,19,13,51
2,3,19,9,46
2,3,19,11,46
2,3,19,11,47
2,3,19,9,43
2,3,19,11,47
2,3,19,11,47
2,3,19,11,48
2,3,19,13,49
2,3,19,11,49
2,3,19,11,48
2,3,19,11,49
2,3,19,11,47
2,3,19,13,48
2,3,19,11,46
2,3,19,13,48
2,3,19,11,49
2,3,19,11,45
2,3,19,11,48
2,3,19,13,50
2,3,19,5,49
2,3,19,7,47
2,3,19,7,49
2,3,19,7,47
2,3,19,7,46
2,3,19,7,46
2,3,19,7,45
2,3,19,7,53
2,3,19,7,45
2,3,19,9,49
2,3,19,9,49
2,3,19,9,44
2,3,19,7,51
2,3,19,7,50
2,3,19,7,45
2,3,19,9,48
2,3,19,7,47
2,3,19,7,47
2,3,19,9,45
2,3,19,9,46
2,3,19,9,45
2,3,19,7,49
2,3,19,9,51
2,3,19,11,48
2,3,19,9,45
2,3,19,9,47
2,3,19,9,46
2,3,19,9,45
2,3,19,11,49
2,3,19,7,47
2,3,19,7,44
2,3,19,9,46
2,3,19,9,58
2,3,19,9,48
2,3,19,9,48
2,3,19,9,49
2,3,19,9,50
2,3,19,9,50
2,3,19,11,48
2,3,19,7,50
2,3,19,9,55
2,3,19,7,48
2,3,19,11,48
2,3,19,9,45
2,3,19,11,45
2,3,19,9,45
2,3,19,9,44
2,3,19,11,58
2,3,19,11,46
2,3,19,11,45
2,3,19,11,48
2,3,19,7,51
2,3,19,7,48
2,3,19,7,50
2,3,19,7,50
2,3,19,7,53
2,3,19,9,45
2,3,19,7,50
2,3,19,7,44
2,3,19,7,49
2,3,19,9,48
2,3,19,7,45
2,3,19,9,47
2,3,19,9,47
2,3,19,9,52
2,3,19,11,49
2,3,19,11,45
2,3,19,9,48
2,3,19,9,48
2,3,19,9,50
2,3,19,7,47
2,3,19,9,47
2,3,19,9,48
2,3,19,9,47
2,3,19,11,46
2,3,19,11,47
2,3,19,11,52
2,3,19,11,45
2,3,19,9,45
2,3,19,9,47
2,3,19,9,49
2,3,19,11,45
2,3,19,9,47
2,3,19,9,48
2,3,19,9,45
2,3,19,11,47
2,3,19,11,47
2,3,19,9,50
2,3,19,11,47
2,3,19,13,46
2,3,19,9,48
2,3,19,9,47
2,3,19,11,49
2,3,19,9,46
2,3,19,11,46
2,3,19,11,49
2,3,19,9,43
2,3,19,11,49
2,3,19,11,48
2,3,19,11,47
2,3,19,11,45
2,3,19,5,46
2,3,19,9,47
2,3,19,9,45
2,3,19,9,49
2,3,19,7,46
2,3,19,7,46
2,3,19,9,47
2,3,19,7,47
2,3,19,9,45
2,3,19,7,52
2,3,19,9,49
2,3,19,9,50
2,3,19,9,47
2,3,19,9,46
2,3,19,11,54
2,3,19,9,44
2,3,19,11,50
2,3,19,9,49
2,3,19,11,45
2,3,19,7,47
2,3,19,9,53
2,3,19,11,46
2,3,19,9,47
2,3,19,11,46
2,3,19,9,47
2,3,19,11,45
2,3,19,11,47
2,3,19,9,48
2,3,19,11,44
2,3,19,9,46
2,3,19,11,49
